data,unidades,receita,preco_medio,indice_concorr,tem_promocao,estoque_medio,dia_semana,mes,semana_ano,dia_mes,trimestre,is_fim_semana,mes_sin,mes_cos,dow_sin,dow_cos,is_feriado,lag_1d,lag_7d,lag_14d,lag_21d,lag_28d,lag_35d,roll_mean_7d,roll_std_7d,roll_max_7d,roll_min_7d,roll_med_7d,roll_mean_14d,roll_std_14d,roll_max_14d,roll_min_14d,roll_med_14d,roll_mean_28d,roll_std_28d,roll_max_28d,roll_min_28d,roll_med_28d,diff_1d,diff_7d,diff_28d,trend_idx,aceleracao_7_28,roll_receita_7d,roll_receita_28d,lag_concorr_7d,promo_lag_1d,promo_lag_7d,cat_Beleza,cat_Casa & Jardim,cat_Eletrônicos,cat_Esportes,cat_Moda
2022-07-23,303,39748.36,167.89,1.0561,0,1615.6666666666667,5,7,29,23,3,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,274.0,346.0,364.0,367.0,377.0,373.0,275.57142857142856,46.496799685057944,346.0,217.0,257.0,286.0,49.67277539442131,376.0,217.0,268.5,291.75,49.28873735073388,377.0,217.0,270.0,17.0,-31.0,-56.0,203,0.9445464561113419,34508.09428571429,36415.58321428572,1.0628952380952381,0.0,0.0,False,False,False,True,False
2022-07-24,354,52001.509999999995,177.11666666666667,1.0655666666666666,0,1497.6666666666667,6,7,29,24,3,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,303.0,331.0,376.0,339.0,376.0,331.0,269.42857142857144,37.638000048077295,331.0,217.0,257.0,281.64285714285717,44.734442319876266,376.0,217.0,268.5,289.10714285714283,46.45056255746279,376.0,217.0,270.0,29.0,-43.0,-74.0,204,0.9319332921524284,34107.33142857143,36202.756785714286,1.0623952380952382,0.0,0.0,False,False,False,True,False
2022-07-25,258,32405.629999999997,166.67999999999998,1.0601,0,1411.6666666666667,0,7,30,25,3,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0,354.0,217.0,263.0,240.0,257.0,286.0,272.7142857142857,44.319725802830924,354.0,217.0,257.0,280.07142857142856,41.429206133826966,354.0,217.0,268.5,288.32142857142856,45.09254152947363,376.0,217.0,270.0,51.0,23.0,-22.0,205,0.9458689458656654,35808.84285714286,36303.958928571425,1.0631761904761905,0.0,0.0,False,False,False,True,False
2022-07-26,244,32375.77,169.45333333333332,1.0564333333333333,0,1330.3333333333333,1,7,30,26,3,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,258.0,257.0,248.0,263.0,251.0,251.0,278.57142857142856,37.98621303779054,354.0,247.0,258.0,279.7142857142857,41.60885366477557,354.0,217.0,266.0,288.35714285714283,45.06720437361199,376.0,217.0,270.0,-96.0,41.0,1.0,206,0.9660639088398503,36482.70428571429,36278.81464285714,1.0620619047619049,0.0,0.0,False,False,False,True,False
2022-07-27,249,34312.19,176.05333333333337,1.0580333333333334,0,1247.3333333333333,2,7,30,27,3,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,244.0,247.0,245.0,258.0,255.0,255.0,276.7142857142857,39.50406850656593,354.0,244.0,258.0,279.42857142857144,41.85637399436373,354.0,217.0,266.0,288.10714285714283,45.30091920064407,376.0,217.0,270.0,-14.0,-13.0,-7.0,207,0.9604561794933815,36672.084285714285,36302.303928571426,1.060752380952381,0.0,0.0,False,False,False,True,False
2022-07-28,301,37246.270000000004,173.47333333333333,1.0582666666666667,0,1147.0,3,7,30,28,3,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,249.0,257.0,274.0,266.0,284.0,268.0,277.0,39.259818304894885,354.0,244.0,258.0,279.7142857142857,41.61624788363425,354.0,217.0,266.0,287.89285714285717,45.47717317977539,376.0,217.0,270.0,5.0,2.0,-6.0,208,0.9621635032840912,37272.83,36368.80857142857,1.0596809523809523,0.0,0.0,False,False,False,True,False
2022-07-29,310,39557.909999999996,166.29666666666665,1.0611333333333333,0,1043.6666666666667,4,7,30,29,3,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,301.0,274.0,305.0,312.0,320.0,330.0,283.2857142857143,39.045760699101,354.0,244.0,274.0,281.64285714285717,41.9553006513749,354.0,217.0,266.0,288.5,45.53671697205009,376.0,217.0,270.0,52.0,44.0,17.0,209,0.9819262193578244,38096.36714285715,36507.970714285715,1.0592333333333332,0.0,0.0,False,False,False,True,False
2022-07-30,381,45769.850000000006,171.04999999999998,1.0575666666666665,0,916.6666666666666,5,7,30,30,3,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0,310.0,303.0,346.0,364.0,367.0,377.0,288.42857142857144,39.97856568569902,354.0,244.0,301.0,282.0,42.190046219458054,354.0,217.0,266.0,288.14285714285717,45.31920881735128,376.0,217.0,270.0,9.0,36.0,-10.0,210,1.0009915716375772,38235.37714285714,36423.87642857143,1.0593761904761905,0.0,0.0,False,False,False,True,False
2022-07-31,321,39083.73,163.22333333333333,1.0561333333333334,0,809.6666666666666,6,7,30,31,3,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,381.0,354.0,331.0,376.0,339.0,376.0,299.57142857142856,53.350592445499245,381.0,244.0,301.0,284.5,47.03313071246049,381.0,217.0,266.0,288.64285714285717,46.28831888941818,381.0,217.0,270.0,71.0,78.0,14.0,211,1.0378619153638875,39095.590000000004,36367.708928571425,1.0595857142857141,0.0,0.0,False,False,False,True,False
2022-08-01,237,33922.98,175.32333333333335,1.0555666666666665,0,730.6666666666666,0,8,31,1,3,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,321.0,258.0,217.0,263.0,240.0,257.0,294.85714285714283,49.02186101264313,381.0,244.0,301.0,283.7857142857143,46.34349771240609,381.0,217.0,266.0,288.0,45.68410048405287,381.0,217.0,270.0,-60.0,-33.0,-18.0,212,1.0238095238059688,37250.19285714286,36288.68321428572,1.0582380952380952,0.0,0.0,False,False,False,True,False
2022-08-02,223,30105.65,173.89666666666665,1.0552666666666666,0,656.3333333333334,1,8,31,2,3,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,237.0,244.0,257.0,248.0,263.0,251.0,291.85714285714283,52.193321959259286,381.0,237.0,301.0,285.2142857142857,44.39365611544868,381.0,237.0,266.0,287.89285714285717,45.80420430784858,381.0,217.0,270.0,-84.0,-21.0,-3.0,213,1.0137700037181012,37466.95714285714,36481.92392857143,1.0575904761904762,0.0,0.0,False,False,False,True,False
2022-08-03,299,38589.32,166.0,1.0552666666666666,0,1445.3333333333333,2,8,31,3,3,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,223.0,249.0,247.0,245.0,258.0,255.0,288.85714285714283,55.87613853106615,381.0,223.0,301.0,282.7857142857143,46.91428939513586,381.0,223.0,266.0,286.4642857142857,47.21148804236747,381.0,217.0,270.0,-14.0,-21.0,-40.0,214,1.0083530731793748,37142.654285714285,36372.688571428575,1.0574238095238095,0.0,0.0,False,False,False,True,False
2022-08-04,272,37562.78,174.32666666666668,1.0601666666666667,0,1354.6666666666667,3,8,31,4,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,299.0,301.0,257.0,274.0,266.0,284.0,296.0,53.05657357952965,381.0,223.0,301.0,286.5,45.91086682156745,381.0,223.0,286.5,287.92857142857144,46.93094104653379,381.0,217.0,274.0,76.0,50.0,41.0,215,1.0280327462132492,37753.67285714286,36676.70642857142,1.0570285714285714,0.0,0.0,False,False,False,True,False
2022-08-05,327,40997.49,176.00333333333333,1.064,0,1870.0,4,8,31,5,3,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,272.0,310.0,274.0,305.0,312.0,320.0,291.85714285714283,53.729037994454764,381.0,223.0,299.0,287.57142857142856,45.34095497232287,381.0,223.0,286.5,288.14285714285717,46.840718504874715,381.0,217.0,274.0,-27.0,-29.0,6.0,216,1.0128904313301486,37798.888571428564,36840.396785714285,1.0573,0.0,0.0,False,False,False,True,False
2022-08-06,360,44943.15,173.21333333333334,1.0632,0,1750.0,5,8,31,6,3,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,327.0,381.0,303.0,346.0,364.0,367.0,294.2857142857143,55.05365348371354,381.0,223.0,299.0,291.35714285714283,46.32262637508511,381.0,223.0,300.0,288.67857142857144,47.208013735451345,381.0,217.0,274.0,55.0,17.0,15.0,217,1.0194234813771441,38004.542857142864,36888.32928571429,1.057709523809524,0.0,0.0,False,False,False,True,False
2022-08-07,381,47359.39,168.48333333333335,1.0637666666666667,0,1623.0,6,8,31,7,3,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,360.0,321.0,354.0,331.0,376.0,339.0,291.2857142857143,49.868875683183404,360.0,223.0,299.0,295.42857142857144,49.799157060697965,381.0,223.0,300.0,288.5357142857143,46.97712772297314,381.0,217.0,274.0,33.0,-21.0,-4.0,218,1.0095308825314684,37886.442857142865,37014.372142857144,1.0585142857142855,0.0,0.0,False,False,False,True,False
2022-08-08,358,45304.11,173.95666666666668,1.0593666666666666,0,1856.0,0,8,32,8,3,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,1,381.0,237.0,258.0,217.0,263.0,240.0,299.85714285714283,59.962289736769044,381.0,223.0,299.0,297.35714285714283,52.68134561516246,381.0,223.0,300.0,288.7142857142857,47.33009155006536,381.0,217.0,274.0,21.0,60.0,5.0,219,1.0385947550681494,39068.68,37068.27464285715,1.059604761904762,0.0,0.0,False,False,False,True,False
2022-08-09,302,36662.880000000005,172.71,1.0625333333333333,0,1755.3333333333333,1,8,32,9,3,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1,358.0,223.0,244.0,257.0,248.0,263.0,317.14285714285717,56.14097900651171,381.0,223.0,327.0,304.5,53.7039606045533,381.0,223.0,305.5,292.10714285714283,48.800682513225304,381.0,217.0,286.5,-23.0,121.0,95.0,220,1.0857072991771124,40694.555714285714,37580.630357142865,1.060147619047619,0.0,0.0,False,False,False,True,False
2022-08-10,358,42381.11,171.95000000000002,1.0650333333333333,0,1636.0,2,8,32,10,3,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,302.0,299.0,249.0,247.0,245.0,258.0,328.42857142857144,39.551051999735606,381.0,272.0,327.0,308.64285714285717,50.83851832080649,381.0,223.0,306.0,294.0357142857143,48.05435359539131,381.0,217.0,300.0,-56.0,79.0,54.0,221,1.116968298307874,41631.30285714286,37709.14428571429,1.0611857142857144,0.0,0.0,False,False,False,True,False
2022-08-11,350,42751.18,169.64666666666668,1.0653666666666666,0,1519.3333333333333,3,8,32,11,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,358.0,272.0,301.0,257.0,274.0,266.0,336.85714285714283,38.50726585736267,381.0,272.0,358.0,316.42857142857144,49.32578399815868,381.0,223.0,315.5,298.07142857142856,48.52637966930482,381.0,217.0,301.5,56.0,59.0,113.0,222,1.1301222142305722,42172.98714285714,38036.40571428572,1.0625809523809524,0.0,0.0,False,False,False,True,False
2022-08-12,450,51999.130000000005,168.69333333333333,1.0651666666666666,0,1369.3333333333333,4,8,32,12,3,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,350.0,327.0,310.0,274.0,305.0,312.0,348.0,25.800516790691688,381.0,302.0,358.0,319.92857142857144,49.882113775634224,381.0,223.0,324.0,300.7857142857143,49.25019807657636,381.0,217.0,302.5,-8.0,78.0,76.0,223,1.1569698408890532,42914.18714285714,38453.59392857143,1.0633238095238096,0.0,0.0,False,False,False,True,False
2022-08-13,538,65710.08,175.44000000000003,1.0611666666666666,0,1190.0,5,8,32,13,3,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,450.0,360.0,381.0,303.0,346.0,364.0,365.57142857142856,44.339061570498934,450.0,302.0,358.0,329.92857142857144,60.61665712392241,450.0,223.0,338.5,305.9642857142857,56.76036837432797,450.0,217.0,302.5,100.0,123.0,145.0,224,1.1948173222792746,44485.85,38808.46607142857,1.063490476190476,0.0,0.0,False,False,False,True,False
2022-08-14,457,58022.12,168.78666666666666,1.0576,0,1037.6666666666667,6,8,32,14,3,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,538.0,381.0,321.0,354.0,331.0,376.0,391.0,78.49628441312879,538.0,302.0,358.0,341.14285714285717,81.6614560646176,538.0,223.0,338.5,312.82142857142856,71.46822840925653,538.0,217.0,302.5,88.0,178.0,192.0,225,1.2499143737829665,47452.55428571429,39635.47964285715,1.0632,0.0,0.0,False,False,False,True,False
2022-08-15,281,34489.69,178.70333333333335,1.0542,0,944.0,0,8,33,15,3,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,457.0,358.0,237.0,258.0,217.0,263.0,401.85714285714283,82.0577613055361,538.0,302.0,358.0,350.85714285714283,86.99589481283462,538.0,223.0,354.0,317.32142857142856,76.44850775930375,538.0,217.0,302.5,-81.0,76.0,126.0,226,1.2664040517686597,48975.80142857144,40275.87928571429,1.0623190476190476,0.0,0.0,False,False,False,True,False
2022-08-16,257,34643.63,168.98,1.0522,0,858.3333333333334,1,8,33,16,3,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,281.0,302.0,223.0,244.0,257.0,248.0,390.85714285714283,93.30671389103249,538.0,281.0,358.0,354.0,83.28172761084048,538.0,223.0,354.0,319.60714285714283,74.26346456577524,538.0,223.0,302.5,-176.0,-77.0,64.0,227,1.2229299363019062,47430.88428571429,40518.775357142855,1.0615809523809523,0.0,0.0,False,False,False,True,False
2022-08-17,269,36702.32,166.07666666666668,1.0559333333333334,0,768.6666666666666,2,8,33,17,3,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,257.0,358.0,299.0,249.0,247.0,245.0,384.42857142857144,101.62817382146471,538.0,257.0,358.0,356.42857142857144,79.58132201205815,538.0,257.0,354.0,319.60714285714283,74.26346456577524,538.0,223.0,302.5,-24.0,-45.0,0.0,228,1.2028159570864145,47142.42,40647.11535714286,1.0601047619047619,0.0,0.0,False,False,False,True,False
2022-08-18,269,36101.99,178.23,1.0528333333333333,0,679.0,3,8,33,18,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,269.0,350.0,272.0,301.0,257.0,274.0,371.7142857142857,110.65217920088551,538.0,257.0,350.0,354.2857142857143,81.62430687318299,538.0,257.0,354.0,320.39285714285717,73.58005933862188,538.0,223.0,302.5,12.0,-89.0,22.0,229,1.1601828112771726,46331.16428571429,40882.66357142857,1.058804761904762,0.0,0.0,False,False,False,True,False
2022-08-19,340,40584.520000000004,170.08,1.0494999999999999,0,1433.3333333333333,4,8,33,19,3,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,269.0,450.0,327.0,310.0,274.0,305.0,360.14285714285717,117.33488905895081,538.0,257.0,281.0,354.07142857142856,81.86054209231959,538.0,257.0,354.0,320.82142857142856,73.2312691619418,538.0,223.0,302.5,0.0,-81.0,12.0,230,1.1225648447031693,45381.280000000006,41047.680714285714,1.0570142857142857,0.0,0.0,False,False,False,True,False
2022-08-20,358,47433.369999999995,167.54666666666665,1.0474333333333334,0,1905.0,5,8,33,20,3,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,340.0,538.0,360.0,381.0,303.0,346.0,344.42857142857144,110.4594301736425,538.0,257.0,281.0,355.0,81.60316735934335,538.0,257.0,354.0,323.17857142857144,72.72884881348965,538.0,223.0,306.5,71.0,-110.0,66.0,231,1.065753121888624,43750.62142857142,41119.097857142864,1.0547761904761905,0.0,0.0,False,False,False,True,False
2022-08-21,315,37784.65,163.61333333333334,1.0468666666666666,0,1800.0,6,8,33,21,3,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,358.0,457.0,381.0,321.0,354.0,331.0,318.7142857142857,72.21891323311014,457.0,257.0,281.0,354.85714285714283,81.59549114886345,538.0,257.0,354.0,325.14285714285717,72.90618745560731,538.0,223.0,315.5,18.0,-180.0,55.0,232,0.9802284709987427,41139.66285714286,41393.5625,1.0528142857142857,0.0,0.0,False,False,False,True,False
2022-08-22,277,36281.28,175.53333333333333,1.0467333333333333,0,1707.6666666666667,0,8,34,22,3,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,315.0,281.0,358.0,237.0,258.0,217.0,298.42857142857144,39.37790049785653,358.0,257.0,281.0,350.14285714285717,81.87500524284903,538.0,257.0,345.0,323.75,72.70672952704243,538.0,223.0,312.5,-43.0,-142.0,-39.0,233,0.9217870932128175,38248.595714285715,40885.8175,1.0512809523809523,0.0,0.0,False,False,False,True,False
2022-08-23,289,34710.08,169.30666666666664,1.0468,0,1611.3333333333333,1,8,34,23,3,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,277.0,257.0,302.0,223.0,244.0,257.0,297.85714285714283,39.70066570150806,358.0,257.0,277.0,344.35714285714283,84.10854446931846,538.0,257.0,327.5,324.42857142857144,72.15694241460292,538.0,223.0,312.5,-38.0,-4.0,19.0,234,0.9180977542904329,38504.537142857145,41024.23357142857,1.0502142857142858,0.0,0.0,False,False,False,True,False
2022-08-24,288,34710.6,173.45333333333335,1.0416333333333332,0,1515.3333333333333,2,8,34,24,3,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,289.0,269.0,358.0,299.0,249.0,247.0,302.42857142857144,35.86947236326587,358.0,269.0,289.0,343.42857142857144,84.68195183764387,538.0,257.0,327.5,326.0357142857143,70.78736136557508,538.0,223.0,312.5,12.0,32.0,45.0,235,0.927593383719359,38514.02999999999,41107.60178571429,1.0494428571428571,0.0,0.0,False,False,False,True,False
2022-08-25,290,38148.99,173.78666666666666,1.0411666666666666,0,1744.3333333333333,3,8,34,25,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,288.0,269.0,350.0,272.0,301.0,257.0,305.14285714285717,33.56301819676293,358.0,269.0,289.0,338.42857142857144,85.81439209194431,538.0,257.0,302.0,327.42857142857144,69.5889670754231,538.0,223.0,312.5,-1.0,19.0,39.0,236,0.9319371727720229,38229.49857142857,41121.83071428572,1.0473999999999999,0.0,0.0,False,False,False,True,False
2022-08-26,319,41932.869999999995,169.7566666666667,1.0424,0,1638.0,4,8,34,26,3,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,290.0,340.0,450.0,327.0,310.0,274.0,308.14285714285717,30.601898478301035,358.0,277.0,290.0,334.14285714285717,86.6858671320742,538.0,257.0,289.5,327.0357142857143,69.77449504460883,538.0,223.0,312.5,2.0,21.0,-11.0,237,0.9422299879844511,38521.927142857145,41154.07071428572,1.0457333333333332,0.0,0.0,False,False,False,True,False
2022-08-27,362,46743.1,173.35,1.0413666666666666,0,1517.3333333333333,5,8,34,27,3,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,319.0,358.0,538.0,360.0,381.0,303.0,305.14285714285717,27.86532236447732,358.0,277.0,290.0,324.7857142857143,80.03285726349083,538.0,257.0,289.5,327.35714285714283,69.71381407594806,538.0,223.0,317.0,29.0,-21.0,9.0,238,0.932140519307648,38714.54857142857,41238.89071428571,1.0447190476190475,0.0,0.0,False,False,False,True,False
2022-08-28,337,43233.21,169.34666666666666,1.0353999999999999,0,1405.0,6,8,34,28,3,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,362.0,315.0,457.0,381.0,321.0,354.0,305.7142857142857,29.141689985965904,362.0,277.0,290.0,312.2142857142857,53.335193419944616,457.0,257.0,289.5,326.67857142857144,69.26334799633467,538.0,223.0,317.0,43.0,4.0,-19.0,239,0.9358259538617905,38615.938571428575,41273.64964285715,1.0438523809523808,0.0,0.0,False,False,False,True,False
2022-08-29,258,32422.39,171.63,1.0312,0,1319.0,0,8,35,29,3,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0,337.0,277.0,281.0,358.0,237.0,258.0,308.85714285714283,31.408218518028757,362.0,277.0,290.0,303.64285714285717,34.64458475356998,362.0,257.0,289.5,327.25,69.28076265511268,538.0,223.0,317.0,-25.0,22.0,16.0,240,0.9437957000953371,39394.30428571429,41421.845357142854,1.0422142857142858,0.0,0.0,False,False,False,True,False
2022-08-30,267,32765.88,167.60999999999999,1.0325666666666666,0,1230.0,1,8,35,30,3,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,258.0,289.0,257.0,302.0,223.0,244.0,306.14285714285717,35.210929039285155,362.0,258.0,290.0,302.0,36.30638850331834,362.0,257.0,289.5,328.0,68.37532585066901,538.0,223.0,317.0,-79.0,-19.0,21.0,241,0.9333623693351336,38843.03428571428,41368.25285714285,1.0399952380952382,0.0,0.0,False,False,False,True,False
2022-08-31,291,36822.47,169.19333333333336,1.0286333333333333,0,1133.0,2,8,35,31,3,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,267.0,288.0,269.0,358.0,299.0,249.0,303.0,37.87699389691206,362.0,258.0,290.0,302.7142857142857,35.44102049978209,362.0,258.0,289.5,329.57142857142856,66.34836712463841,538.0,257.0,317.0,9.0,-22.0,44.0,242,0.9193758127410336,38565.29142857143,41463.26107142858,1.0379619047619049,0.0,0.0,False,False,False,True,False
2022-09-01,280,35809.92,172.30999999999997,1.0299,0,1039.6666666666667,3,9,35,1,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,291.0,290.0,269.0,350.0,272.0,301.0,303.42857142857144,37.69552202785403,362.0,258.0,291.0,304.2857142857143,34.30054624240719,362.0,258.0,290.5,329.2857142857143,66.50193934396137,538.0,257.0,317.0,24.0,3.0,-8.0,243,0.9214750542271366,38866.98714285715,41400.15928571428,1.0361047619047619,0.0,0.0,False,False,False,True,False
2022-09-02,318,41067.15,170.60666666666665,1.0336666666666667,0,933.6666666666666,4,9,35,2,3,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,280.0,319.0,340.0,450.0,327.0,310.0,302.0,38.47076812334329,362.0,258.0,291.0,305.07142857142856,33.54781727558569,362.0,258.0,290.5,329.57142857142856,66.26346324217096,538.0,257.0,317.0,-11.0,-10.0,8.0,244,0.9163415691346276,38532.83428571428,41337.557142857135,1.0344952380952381,0.0,0.0,False,False,False,True,False
2022-09-03,361,43731.159999999996,165.82666666666665,1.0331666666666666,1,813.3333333333334,5,9,35,3,3,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,318.0,362.0,358.0,538.0,360.0,381.0,301.85714285714283,38.39890871465277,362.0,258.0,291.0,303.5,32.277045904291384,362.0,258.0,290.5,329.25,66.29821795269979,538.0,257.0,316.5,38.0,-1.0,-9.0,245,0.9168022562072166,38409.159999999996,41340.045,1.0332476190476192,0.0,0.0,False,False,False,True,False
2022-09-04,359,42601.39,170.12333333333333,1.0357,1,693.6666666666666,6,9,35,4,3,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,361.0,337.0,315.0,457.0,381.0,321.0,301.7142857142857,38.13884409065742,361.0,258.0,291.0,303.7142857142857,32.674216067174996,362.0,258.0,290.5,329.2857142857143,66.31566327623645,538.0,257.0,316.5,43.0,-1.0,1.0,246,0.9162689804744409,37978.88285714285,41296.75964285714,1.0320761904761906,1.0,1.0,False,False,False,True,False
2022-09-05,272,35788.11,168.76333333333335,1.0358333333333334,1,1268.3333333333333,0,9,36,5,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0,359.0,258.0,277.0,281.0,358.0,237.0,304.85714285714283,42.219381692254096,361.0,258.0,291.0,306.85714285714283,35.809017220328144,362.0,258.0,290.5,328.5,65.80864515987058,538.0,257.0,316.5,-2.0,22.0,-22.0,247,0.928027832134596,37888.62285714286,41126.83107142857,1.0321190476190476,1.0,2.0,False,False,False,True,False
2022-09-06,240,28792.2,165.13,1.0376999999999998,1,1188.3333333333333,1,9,36,6,3,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,272.0,267.0,289.0,257.0,302.0,223.0,306.85714285714283,39.89748768794316,361.0,267.0,291.0,306.5,36.15298689650005,362.0,258.0,290.5,325.42857142857144,66.3851994724328,538.0,257.0,308.5,-87.0,14.0,-86.0,248,0.9429323968364351,38369.44,40786.97392857143,1.0327809523809524,1.0,3.0,False,False,False,True,False
2022-09-07,281,35434.51,165.23,1.0359666666666667,1,1788.0,2,9,36,7,3,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,240.0,291.0,288.0,269.0,358.0,299.0,303.0,45.328431107492726,361.0,240.0,291.0,303.0,40.13055616935278,362.0,240.0,290.5,323.2142857142857,68.20467950865462,538.0,240.0,303.0,-32.0,-27.0,-62.0,249,0.9374585635330112,37801.77142857143,40505.87821428571,1.0335142857142856,1.0,4.0,False,False,False,True,False
2022-09-08,292,36891.15,166.82,1.0371666666666666,1,1690.6666666666667,3,9,36,8,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,281.0,280.0,290.0,269.0,350.0,272.0,301.57142857142856,45.9233315532794,361.0,240.0,281.0,302.5,40.374687424368055,362.0,240.0,290.5,320.4642857142857,68.30242235434177,538.0,240.0,290.5,41.0,-10.0,-77.0,250,0.941045358294177,37603.491428571426,40257.78535714286,1.0345619047619048,1.0,5.0,False,False,False,True,False
2022-09-09,315,37472.53,161.67333333333332,1.0351,1,1585.6666666666667,4,9,36,9,3,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,292.0,318.0,319.0,340.0,450.0,327.0,303.2857142857143,45.202191265890455,361.0,240.0,292.0,302.64285714285717,40.330570849604705,362.0,240.0,291.5,318.39285714285717,68.2529821818766,538.0,240.0,290.5,11.0,12.0,-58.0,251,0.9525518788528691,37757.95285714286,40048.49857142858,1.0356,1.0,6.0,False,False,False,True,False
2022-09-10,434,54739.04,168.03333333333333,1.0385,1,1441.0,5,9,36,10,3,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,315.0,361.0,362.0,358.0,538.0,360.0,302.85714285714283,45.05340746058584,361.0,240.0,292.0,302.35714285714283,40.219794481472775,362.0,240.0,291.5,313.57142857142856,63.192491684463576,538.0,240.0,290.5,23.0,-3.0,-135.0,252,0.9658314350766466,37244.43571428571,39529.69142857142,1.035804761904762,1.0,7.0,False,False,False,True,False
2022-09-11,351,43636.79,169.38666666666668,1.0358,1,1618.0,6,9,36,11,3,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,434.0,359.0,337.0,315.0,457.0,381.0,313.2857142857143,64.85294721063046,434.0,240.0,292.0,307.5,51.46432670381462,434.0,240.0,291.5,309.85714285714283,51.48441999911719,457.0,240.0,290.5,119.0,73.0,-104.0,253,1.0110650069123663,38816.990000000005,39137.868571428575,1.0365666666666666,1.0,7.0,False,False,False,True,False
